-4,27278592218844E-05;-3,99236211655875E-05;-3,65488639123461E-05;-3,24437264370423E-05;-2,85933952358318E-05;-2,45940273361764E-05;-2,1249818943227E-05;-1,76866845045575E-05;-1,35972556539565E-05;-9,81049504294477E-06;-5,99161595155415E-06;-2,23461586536956E-06;2,24713675017639E-06;6,19069857810429E-06;1,02219427005146E-05;1,3787705913561E-05;1,77209782299875E-05;2,11732943452763E-05;2,48385814072892E-05;2,91507634164821E-05;3,32877633636085E-05;3,73668767278348E-05;4,010855380903E-05;4,42201930116535E-05;
-4,4087448564206E-05;-3,98734265757897E-05;-3,59144921971255E-05;-3,21070184280749E-05;-2,88840455957507E-05;-2,4738646818094E-05;-2,07289211291029E-05;-1,66259350994263E-05;-1,23935994492918E-05;-8,27376098336072E-06;-4,67294616541628E-06;-1,41002450607504E-06;1,96358609921359E-06;5,50282068176902E-06;9,4302131027884E-06;1,3113779594336E-05;1,70193423990687E-05;2,07462292783337E-05;2,47096065320015E-05;2,93006733527524E-05;3,37359563313354E-05;3,77592990484227E-05;4,17502475896633E-05;4,65342974845717E-05;
-4,35713966938147E-05;-3,86594988511748E-05;-3,48002456573503E-05;-3,10371011353534E-05;-2,79520828712863E-05;-2,38745494020546E-05;-1,98648080168186E-05;-1,60770578228735E-05;-1,03081392641987E-05;-6,89983082313484E-06;-4,02964626086398E-06;-6,71188558440482E-07;1,7076243093561E-06;4,73774663015532E-06;8,10543091796566E-06;1,11669235096798E-05;1,44483064898035E-05;2,04104189534695E-05;2,46278535356003E-05;2,91259941726088E-05;3,33701047281023E-05;3,70338278181443E-05;4,14272467574567E-05;4,65291316712694E-05;
-4,21270094426076E-05;-3,79646358566384E-05;-3,37646553586429E-05;-3,01483196619737E-05;-2,69308621158036E-05;-2,29781508697211E-05;-1,91945314452661E-05;-1,57893237626403E-05;-1,34295819105059E-05;-9,55294463255521E-06;-5,92301183002647E-06;-1,43505846741672E-06;1,71998953561645E-06;5,6142212614868E-06;9,64003768818955E-06;1,34526978238631E-05;1,72124960255378E-05;1,98792058598433E-05;2,38920903070143E-05;2,82011168469155E-05;3,22985958783913E-05;3,59209886962936E-05;4,0500208276586E-05;4,53744244819227E-05;
-7,21910821418679E-05;-3,89164838282064E-05;-3,20486204271034E-05;-2,90528525316389E-05;-2,65635140228723E-05;-2,21274416572818E-05;-1,777018966243E-05;-1,37801391133525E-05;-1,22769642285164E-05;-1,06735774237037E-05;-6,52709357526599E-06;-1,72415743011943E-06;2,01011319936561E-06;6,24326495336147E-06;1,03838050081833E-05;1,44517638158491E-05;1,847510056713E-05;1,95185716605614E-05;2,30707788083514E-05;2,74175912017716E-05;3,13202657762396E-05;3,49978346566286E-05;3,97062649152873E-05;4,470908545743E-05;
-6,17173472283438E-05;-3,47721329619833E-05;-3,00191948517974E-05;-2,81795067368955E-05;-2,59187142730907E-05;-2,24409403392442E-05;-1,92607750740896E-05;-1,61241713446697E-05;-1,64820704421043E-05;-1,12046662559185E-05;-7,4821629412939E-06;-2,44491625088062E-06;1,64334630476488E-06;6,34463004998413E-06;1,09262165866164E-05;1,51739790984204E-05;1,95775799890737E-05;1,97499988359229E-05;2,30750723058855E-05;2,67355495613231E-05;3,04930911640125E-05;3,44913293666733E-05;3,92292085135071E-05;4,3969064340605E-05;
-5,41541294358404E-05;-3,13324321656346E-05;-2,93564538515257E-05;-2,81724853232255E-05;-2,58628146812246E-05;-2,34447159917705E-05;-2,08832782081509E-05;-1,80217938718846E-05;-1,92369754165752E-05;-1,14021749813696E-05;-7,77728682088826E-06;-2,67826699009394E-06;1,6971787376458E-06;6,80400004542629E-06;1,10023549141547E-05;1,51954269085741E-05;1,9719827817755E-05;1,96046166558098E-05;2,29337435014891E-05;2,60475151963304E-05;2,96175528002341E-05;3,38391779506787E-05;3,87545239909964E-05;4,35958714485655E-05;
-5,05443759805647E-05;-3,08355835111691E-05;-2,90537623942773E-05;-2,72834629562305E-05;-2,56711126976406E-05;-2,39455644659302E-05;-2,16963221240258E-05;-1,89412563928117E-05;-2,01688187761378E-05;-1,11827085386585E-05;-8,2197463225747E-06;-3,18399098064429E-06;1,87235798836806E-06;6,7188763669088E-06;1,04781232810571E-05;1,46057583347788E-05;1,91070444427016E-05;1,93816856776677E-05;2,29483683580728E-05;2,56529548063782E-05;2,89084557641879E-05;3,32661822805371E-05;3,80984040250358E-05;4,32969561966173E-05;
-4,94591254500087E-05;-3,07505915237676E-05;-3,00583933228226E-05;-2,94836606696506E-05;-2,67860609503415E-05;-2,46671409627961E-05;-2,20555428060543E-05;-1,90611432133475E-05;-1,91099963231464E-05;-9,5475956159225E-06;-6,53581566069414E-06;-2,26271744795896E-06;1,24106212199934E-06;5,86558407832238E-06;9,50316115910101E-06;1,36911271428635E-05;1,81608551320457E-05;1,94645681286165E-05;2,29723376694304E-05;2,53883170609254E-05;2,87798807148549E-05;3,24173199410346E-05;3,67310272852017E-05;4,1553164640135E-05;
-5,00954278803494E-05;-3,14477906079851E-05;-3,27134629609147E-05;-3,15509231754195E-05;-2,75051221912551E-05;-2,46034838630983E-05;-2,15117173954746E-05;-1,80693529259882E-05;-1,60465409116124E-05;-6,92710423579181E-06;-3,94527173972143E-06;-1,14791520432557E-06;1,23759040065105E-06;5,22282930638014E-06;8,52988268460801E-06;1,22544312029674E-05;1,62323827570947E-05;1,91599467134765E-05;2,27052093828068E-05;2,52651389236565E-05;2,88979701156427E-05;3,24334800251098E-05;3,61432154793871E-05;4,05243721451177E-05;
